0,-1,672,568,100,100,1,-1,-1,-1
0,-1,572,568,100,100,1,-1,-1,-1
0,-1,772,568,100,100,1,-1,-1,-1
1,-1,687,590,100,100,1,-1,-1,-1
1,-1,587,590,100,100,1,-1,-1,-1
1,-1,787,590,100,100,1,-1,-1,-1
2,-1,709,606,100,100,1,-1,-1,-1
2,-1,609,606,100,100,1,-1,-1,-1
2,-1,809,606,100,100,1,-1,-1,-1
3,-1,732,621,100,100,1,-1,-1,-1
3,-1,632,621,100,100,1,-1,-1,-1
3,-1,832,621,100,100,1,-1,-1,-1
4,-1,752,642,100,100,1,-1,-1,-1
4,-1,652,642,100,100,1,-1,-1,-1
4,-1,852,642,100,100,1,-1,-1,-1
5,-1,758,666,100,100,1,-1,-1,-1
5,-1,658,666,100,100,1,-1,-1,-1
5,-1,858,666,100,100,1,-1,-1,-1
6,-1,750,671,100,100,1,-1,-1,-1
6,-1,650,671,100,100,1,-1,-1,-1
6,-1,850,671,100,100,1,-1,-1,-1
7,-1,780,676,100,100,1,-1,-1,-1
7,-1,680,676,100,100,1,-1,-1,-1
7,-1,880,676,100,100,1,-1,-1,-1
8,-1,811,679,100,100,1,-1,-1,-1
8,-1,711,679,100,100,1,-1,-1,-1
8,-1,911,679,100,100,1,-1,-1,-1
9,-1,839,689,100,100,1,-1,-1,-1
9,-1,739,689,100,100,1,-1,-1,-1
9,-1,939,689,100,100,1,-1,-1,-1
10,-1,867,695,100,100,1,-1,-1,-1
10,-1,767,695,100,100,1,-1,-1,-1
10,-1,967,695,100,100,1,-1,-1,-1
11,-1,890,710,100,100,1,-1,-1,-1
11,-1,790,710,100,100,1,-1,-1,-1
11,-1,990,710,100,100,1,-1,-1,-1
12,-1,910,728,100,100,1,-1,-1,-1
12,-1,810,728,100,100,1,-1,-1,-1
12,-1,1010,728,100,100,1,-1,-1,-1
13,-1,927,748,100,100,1,-1,-1,-1
13,-1,827,748,100,100,1,-1,-1,-1
13,-1,1027,748,100,100,1,-1,-1,-1
14,-1,941,770,100,100,1,-1,-1,-1
14,-1,841,770,100,100,1,-1,-1,-1
14,-1,1041,770,100,100,1,-1,-1,-1
15,-1,944,788,100,100,1,-1,-1,-1
15,-1,844,788,100,100,1,-1,-1,-1
15,-1,1044,788,100,100,1,-1,-1,-1
16,-1,947,790,100,100,1,-1,-1,-1
16,-1,847,790,100,100,1,-1,-1,-1
16,-1,1047,790,100,100,1,-1,-1,-1
17,-1,959,812,100,100,1,-1,-1,-1
17,-1,859,812,100,100,1,-1,-1,-1
17,-1,1059,812,100,100,1,-1,-1,-1
18,-1,964,838,100,100,1,-1,-1,-1
